food_name,calories_kcal,fat_g,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,carbs_g,sugars_g,protein_g,fiber_g,cholesterol_mg,sodium_mg,water_g,vitamin_a_mcg,vitamin_b1_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_mcg,zinc_mg,nutrient_density_score,calculated_calories,calorie_diff_pct,calorie_consistent,food_category,protein_score,fiber_score,health_score
egg bagel,72,0.5,0.1,0.1,0.2,13.8,0.0,2.8,0.6,6.2,0.1,8.5,0.012,0.1,0.016,0.064,0.064,0.9,0.2,0.053,0.2,0.0,0.0,0.0,3.4,0.09,1.0,6.5,0.1,21.8,17.7,0.088,0.2,22.349,70.9,1.52777777777777,True,Eggs,14.0,6.0,55.099500000000006
english muffin toasted,140,1.1,0.3,0.2,0.5,27.4,1.8,5.4,1.5,0.0,0.2,17.1,0.0,0.3,0.041,0.074,0.1,2.6,0.2,0.051,0.9,0.0,0.2,0.002,102.4,0.051,2.4,14.6,0.3,55.6,67.1,0.057,0.7,141.1,141.1,0.7857142857142816,True,Other,27.0,15.0,60.199
english muffin whole wheat toasted,135,1.4,0.2,0.3,0.6,26.9,5.4,5.9,4.5,0.0,0.2,25.0,0.0,0.2,0.089,0.0,0.045,2.0,0.3,0.024,0.0,0.0,0.3,0.047,175.7,0.1,1.6,47.0,1.2,187.3,139.1,0.099,1.1,216.0,143.79999999999998,6.518518518518506,True,Other,29.5,45.0,67.249
biscuit,357,16.5,4.4,7.0,4.2,45.0,2.2,7.1,1.5,3.0,0.6,29.2,0.0,0.4,0.006,0.011,0.3,3.0,0.3,0.06,0.2,0.0,0.0,0.0,237.4,0.048,2.9,18.2,0.4,165.6,122.2,0.003,0.5,310.6,356.9,0.028011204481799085,True,Bakery,35.5,15.0,50.447
french roll,105,1.6,0.4,0.7,0.3,19.1,0.1,3.3,1.2,0.0,0.2,13.2,0.0,0.2,0.07,0.0,0.1,1.7,0.2,0.087,0.0,0.0,0.1,0.088,34.6,0.048,1.0,7.6,0.2,31.9,43.3,0.067,0.3,60.8,104.00000000000001,0.9523809523809388,True,Other,16.5,12.0,56.149
oat bran dinner roll,78,1.5,0.2,0.5,0.5,13.3,2.2,3.1,1.4,0.0,0.1,14.5,0.0,0.1,0.076,0.0,0.082,1.6,0.1,0.021,0.0,0.0,0.2,0.045,28.1,0.004,1.4,10.9,0.2,38.0,39.9,0.067,0.3,48.8,79.10000000000001,1.4102564102564212,True,Other,15.5,14.0,56.84949999999999
pecan shortbread cookies,76,4.6,1.1,2.6,0.6,8.2,0.0,0.7,0.3,4.6,0.002,0.5,0.078,0.034,0.016,0.0,0.1,0.3,0.077,0.065,0.0,0.0,0.0,0.0,4.2,0.084,0.3,2.5,0.052,11.9,10.2,0.002,0.1,18.349,77.0,1.3157894736842104,True,Bakery,3.5,3.0,48.34999
oatmeal cookies,113,4.5,1.1,2.5,0.6,17.2,6.2,1.6,0.7,0.0,0.1,1.4,0.001,0.003,0.051,0.0,0.044,0.6,0.076,0.059,0.1,0.0,0.046,0.07,9.3,0.029,0.6,8.3,0.2,34.5,35.5,0.044,0.2,34.069,115.7,2.3893805309734537,True,Other,8.0,7.0,50.4995
chocolate wafers,485,15.9,4.7,5.4,4.7,81.1,33.2,7.4,3.8,2.2,0.8,5.0,0.089,0.2,0.038,0.037,0.3,3.2,0.4,0.071,0.0,0.0,0.8,0.039,34.7,0.5,4.5,59.4,0.8,147.8,235.2,0.048,1.2,147.442,497.1,2.4948453608247467,True,Other,37.0,38.0,54.596
vanilla wafers low fat,353,12.2,3.1,5.2,3.1,58.9,30.0,4.0,1.5,40.8,0.3,4.1,0.037,0.2,0.045,0.028,0.3,2.5,0.3,0.027,0.0,0.0,0.2,0.082,38.4,0.036,1.9,11.2,0.2,83.2,77.6,0.001,0.3,116.995,361.4,2.3796033994334214,True,Other,20.0,15.0,49.6985
chocolate chip cookies mcdonalds,136,6.4,3.2,1.7,0.4,18.7,9.6,1.6,0.6,18.4,0.058,1.2,0.003,0.063,0.046,0.082,0.051,0.6,0.2,0.03,0.0,0.0,0.2,0.0,9.6,0.012,1.1,11.3,0.2,29.7,54.9,0.0,0.2,38.09,138.8,2.058823529411773,True,Other,8.0,6.0,43.99971
gingersnap cookies,29,0.7,0.2,0.4,0.062,5.4,1.4,0.4,0.2,0.0,0.012,0.4,0.0,0.026,0.0,0.0,0.007,0.2,0.016,0.09,0.0,0.0,0.07,0.063,5.4,0.021,0.4,3.4,0.1,5.8,24.2,0.079,0.06,12.5,29.500000000000004,1.7241379310344949,True,Other,2.0,2.0,50.39994
biscotti abbracci mulino bianco,54,2.6,1.6,6.8,2.6,0.8,0.051,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,28.200000000000003,47.77777777777777,False,Other,2.0,0.0,45.8
chocolate chip cookie,63,2.8,1.4,1.0,0.3,9.3,5.3,0.5,0.3,0.0,0.047,1.4,0.013,0.0,0.093,0.095,0.0,0.068,0.3,0.068,0.052,0.0,0.0,0.2,0.036,2.4,0.049,0.6,4.1,0.026,8.7,18.5,0.034,13.122,64.4,2.222222222222231,True,Other,2.5,3.0,47.149765
brownie,243,9.8,2.5,5.4,0.4,38.3,22.0,2.9,1.3,10.2,0.2,8.2,0.02,0.2,0.046,0.098,0.1,1.0,0.3,0.092,0.0,0.0,0.098,0.048,17.4,0.0,1.4,18.6,0.1,60.6,89.4,0.053,0.4,71.166,253.0,4.11522633744856,True,Other,14.5,13.0,49.449
shortbread cookies,40,1.9,0.5,1.1,0.3,5.2,1.2,0.5,0.1,1.6,0.097,0.3,0.018,0.023,0.05,0.053,0.023,0.3,0.011,0.027,0.0,0.01,0.063,0.042,2.8,0.073,0.2,1.4,0.013,8.6,8.0,0.033,0.005,10.729,39.9,0.25000000000000355,True,Bakery,2.5,1.0,49.449515000000005
oatmeal cookies with raisins,65,2.4,0.5,1.0,0.8,10.3,0.0,1.0,0.0,5.0,0.022,1.0,0.096,0.015,0.069,0.037,0.088,0.2,0.053,0.006,0.078,0.0,0.0,0.0,15.0,0.031,0.4,6.3,0.1,24.2,35.9,0.016,0.1,29.198,66.8,2.7692307692307647,True,Other,5.0,0.0,49.99989
peanut butter sandwich cookies,67,3.0,0.7,1.6,0.5,9.2,5.0,1.2,0.3,0.0,0.098,0.4,0.039,0.017,0.038,0.033,0.033,0.5,0.1,0.068,0.093,0.0,0.3,0.1,7.4,0.012,0.4,6.9,0.1,26.3,26.9,0.06,0.1,21.624,68.6,2.3880597014925287,True,Fast Food,6.0,3.0,50.29951
sugar cookies,72,3.2,0.8,1.8,0.4,10.2,5.7,0.8,0.1,7.7,0.007,0.7,0.039,0.035,0.028,0.019,0.03,0.4,0.042,0.052,0.091,0.097,0.073,0.058,3.2,0.034,0.3,1.8,0.073,12.0,9.5,0.052,0.024,17.981,72.8,1.1111111111111072,True,Other,4.0,1.0,48.999965
chocolate covered graham crackers,68,3.2,1.8,1.1,0.1,9.3,5.8,0.8,0.4,0.0,0.067,0.4,0.016,0.017,0.019,0.0,0.097,0.3,0.004,0.095,0.0,0.0,0.062,0.071,8.1,0.019,0.5,8.1,0.1,18.8,29.3,0.033,0.1,22.313,69.2,1.7647058823529453,True,Pork,4.0,4.0,46.599665
raisin cookies,60,2.0,0.5,1.1,0.3,10.2,7.1,0.6,0.2,0.3,0.077,2.0,0.008,0.031,0.074,0.0,0.082,0.3,0.046,0.044,0.1,0.0,0.3,0.086,6.9,0.04,0.3,3.2,0.001,12.5,21.0,0.039,0.034,20.215,61.199999999999996,1.9999999999999927,True,Other,3.0,2.0,49.799615
vanilla wafers,28,1.2,0.3,0.7,0.1,4.3,0.0,0.3,0.1,0.0,0.045,0.3,0.0,0.071,0.067,0.0,0.057,0.2,0.013,0.09,0.0,0.0,0.0,0.0,1.5,0.028,0.1,0.7,0.038,3.8,6.4,0.036,0.06,7.5,29.199999999999996,4.2857142857142705,True,Other,1.5,1.0,49.749775
graham crackers,355,8.5,1.3,3.4,3.2,64.5,26.1,5.8,2.4,0.0,0.4,3.7,0.0,0.2,0.013,0.0,0.3,3.5,0.5,0.047,0.0,0.0,0.3,0.084,20.2,0.2,3.1,25.2,0.7,87.4,113.4,0.098,0.7,104.5,357.7,0.7605633802816869,True,Pork,29.0,24.0,59.598
peanut butter cookies,95,4.8,0.9,2.2,1.4,11.8,0.0,1.8,0.0,6.2,0.1,1.2,0.066,0.044,0.092,0.023,0.06,0.7,0.025,0.079,0.032,0.0,0.0,0.0,7.8,0.075,0.4,7.8,0.1,23.2,46.2,0.062,0.2,26.738,97.6,2.7368421052631517,True,Other,9.0,0.0,49.9995
vanilla sandwich cookie,72,3.0,0.4,1.3,1.1,10.8,5.9,0.7,0.2,0.0,0.044,0.3,0.0,0.096,0.036,0.0,0.08,0.4,0.036,0.085,0.0,0.0,0.2,0.085,4.1,0.053,0.3,2.1,0.08,11.3,13.7,0.064,0.051,19.1,73.0,1.3888888888888888,True,Fast Food,3.5,2.0,50.24978
sugar wafers with creme filling,51,2.3,1.2,0.8,0.3,7.1,4.3,0.4,0.2,0.0,0.06,0.2,0.0,0.016,0.069,0.0,0.031,0.2,0.03,0.051,0.0,0.0,0.3,0.059,2.7,0.019,0.4,1.6,0.052,7.3,11.8,0.085,0.074,13.1,50.7,0.5882352941176415,True,Other,2.0,2.0,47.3997
cheese puffs,197,12.8,1.9,3.8,6.9,18.6,1.1,2.1,0.6,2.5,0.3,0.6,0.012,0.01,0.039,0.035,0.065,1.6,0.3,0.092,0.0,0.0,1.5,0.043,20.0,0.038,0.7,6.3,0.033,44.8,66.2,0.031,0.2,54.854,198.0,0.5076142131979695,True,Cheese,10.5,6.0,48.6485
saltine crackers,13,0.3,0.097,0.098,0.1,2.2,0.063,0.3,0.022,0.0,0.067,0.1,0.037,0.0,0.075,0.097,0.033,0.094,0.2,0.017,0.062,0.0,0.0,0.071,0.059,0.6,0.025,0.2,0.8,0.088,3.3,4.8,0.039,3.081,12.7,2.307692307692313,True,Other,1.5,0.21999999999999997,50.202664999999996
trail mix,139,8.8,1.7,3.8,2.9,13.5,0.0,4.1,0.0,0.0,0.014,2.8,0.0,0.1,0.002,0.0,0.027,1.4,0.3,0.077,0.4,0.0,0.0,0.0,23.4,0.3,0.9,47.4,0.3,103.5,205.5,0.0,1.0,51.1,149.60000000000002,7.625899280575556,True,Other,20.5,0.0,51.04993
corn cones,144,7.6,6.4,0.5,0.2,17.8,0.0,1.6,0.3,0.0,0.3,0.6,0.0,0.097,0.079,0.0,0.032,0.4,0.011,0.095,0.0,0.0,0.0,0.0,0.8,0.052,0.7,3.1,0.013,12.5,22.9,0.05,0.032,28.8,146.0,1.3888888888888888,True,Other,8.0,3.0,33.798500000000004
chocolate pretzels,50,1.8,0.8,0.6,0.2,7.8,0.0,0.8,0.0,0.0,0.037,0.3,0.0,0.068,0.094,0.0,0.078,0.003,0.033,0.052,0.076,0.0,0.0,0.0,8.1,0.081,0.2,4.5,0.071,16.0,24.8,0.0,0.1,18.726,50.599999999999994,1.1999999999999886,True,Other,4.0,0.0,48.799814999999995
french toast sticks,73,3.8,0.9,2.1,0.6,8.9,2.1,1.3,0.3,0.0,0.001,7.3,0.0,0.079,0.041,0.0,0.075,0.6,0.027,0.085,0.0,0.0,0.2,0.04,11.4,0.036,0.4,4.1,0.029,18.8,24.0,0.066,0.1,26.1,75.0,2.73972602739726,True,Other,6.5,3.0,49.84999500000001
crackers,82,4.2,0.9,1.0,2.1,9.8,1.3,1.1,0.4,0.0,0.1,0.5,0.2,0.0,0.081,0.079,0.0,0.052,0.7,0.067,0.087,0.0,0.0,0.5,0.036,19.2,0.011,0.6,2.9,0.076,39.7,18.9,0.053,15.764,81.4,0.7317073170731638,True,Other,5.5,4.0,49.7495
sesame sticks,54,3.7,0.6,1.1,1.7,4.7,0.084,1.1,0.3,0.0,0.09,0.2,0.0,0.025,0.006,0.0,0.045,0.2,0.033,0.018,0.0,0.0,0.4,0.043,17.0,0.08,0.055,4.5,0.068,13.8,17.7,0.021,0.1,26.81,56.50000000000001,4.629629629629642,True,Other,5.5,3.0,50.44955
cheese crackers,34,1.6,0.4,0.4,0.7,4.2,0.3,0.8,0.2,0.2,0.065,0.2,0.05,0.056,0.039,0.095,0.028,0.03,0.4,0.065,0.009,0.0,0.0,0.2,0.026,9.5,0.032,0.3,1.8,0.075,14.0,10.9,0.031,7.053,34.4,1.17647058823529,True,Cheese,4.0,2.0,50.399675
oriental rice cracker mix,143,7.2,1.1,2.8,3.0,14.6,0.8,4.9,3.7,0.0,0.1,0.7,0.0,0.033,0.038,0.0,0.083,0.9,0.1,0.026,0.037,0.0,1.6,0.068,15.3,0.069,0.7,33.4,0.4,74.1,92.8,0.067,0.8,46.416,142.8,0.1398601398601319,True,Other,24.5,37.0,61.4495
breadsticks,103,2.4,0.4,0.9,0.9,17.1,0.3,3.0,0.8,0.0,0.2,1.5,0.0,0.1,0.022,0.0,0.1,1.3,0.1,0.015,0.0,0.0,0.3,0.038,5.5,0.058,1.1,8.0,0.1,30.3,31.0,0.092,0.2,29.9,102.0,0.9708737864077669,True,Bakery,15.0,8.0,54.899
milk crackers,50,1.7,0.3,0.7,0.6,7.7,1.8,0.8,0.2,1.2,0.095,0.5,0.073,0.078,0.056,0.09,0.09,0.5,0.032,0.055,0.017,0.0,0.1,0.016,18.9,0.01,0.4,2.4,0.054,33.3,12.5,0.097,0.022,29.845,49.3,1.4000000000000057,True,Other,4.0,2.0,50.699525
matzo crackers whole wheat,98,0.4,0.005,0.019,0.2,22.1,0.0,3.7,3.3,0.0,0.002,1.3,0.0,0.1,0.088,0.0,0.013,1.5,0.3,0.078,0.0,0.0,0.0,0.0,6.4,0.079,1.3,37.5,1.0,85.4,88.5,0.04,0.7,37.2,106.8,8.979591836734691,True,Other,18.5,33.0,62.13499
matzo crackers with egg,109,0.6,0.2,0.2,0.1,22.0,0.0,3.4,0.8,23.2,0.057,1.8,0.077,0.2,0.041,0.006,0.2,1.4,0.1,0.039,0.07,0.0,0.0,0.0,11.2,0.069,0.8,6.7,0.2,41.4,42.0,0.048,0.2,38.972,107.0,1.834862385321101,True,Eggs,17.0,8.0,56.099714999999996
granola bites,23,0.9,0.5,0.2,0.1,3.3,1.5,0.4,0.3,0.0,0.067,0.4,0.0,0.044,0.013,0.02,0.03,0.023,0.1,0.041,0.086,0.044,0.0,0.1,0.015,2.1,0.074,0.024,3.5,0.017,10.8,14.3,0.016,5.042,22.9,0.4347826086956583,True,Other,2.0,3.0,49.699664999999996
crackers whole wheat,120,4.0,0.6,0.9,1.9,19.5,0.3,3.0,2.9,0.0,0.2,0.8,0.0,0.074,0.068,0.0,0.011,1.3,0.2,0.074,0.0,0.0,0.4,0.075,10.1,0.1,0.9,30.8,0.6,92.7,96.6,0.073,0.7,40.4,126.0,5.0,True,Other,15.0,29.0,58.499
tropical trail mix,619,23.9,11.9,3.5,7.2,91.8,0.0,8.8,0.0,0.0,0.1,12.6,0.0,0.6,0.099,0.0,0.2,2.1,1.7,0.5,10.6,0.0,0.0,0.0,79.8,0.7,3.7,134.4,1.4,260.4,992.6,0.0,1.6,218.6,617.5,0.24232633279483037,True,Other,44.0,0.0,33.1995
soft pretzels,389,3.6,0.8,1.2,1.1,79.8,0.3,9.4,2.0,3.5,0.9,17.3,0.0,0.5,0.079,0.0,0.3,4.9,0.0,0.002,0.0,0.0,0.6,0.071,26.5,0.1,4.5,24.2,0.0,90.9,101.2,0.03,1.1,125.8,389.2,0.05141388174806906,True,Other,47.0,20.0,65.69550000000001
corn tostada shell,58,2.9,0.9,0.9,1.0,7.9,0.0,0.8,0.7,0.0,0.084,0.4,0.0,0.08,0.0,0.0,0.027,0.2,0.085,0.031,0.0,0.0,0.0,0.0,9.3,0.042,0.2,9.3,0.031,25.0,29.2,0.028,0.2,21.8,60.900000000000006,5.00000000000001,True,Other,4.0,7.0,49.89958
matzo crackers,111,0.4,0.03,0.045,0.2,23.4,0.098,2.8,0.8,0.0,0.0,1.2,0.0,0.1,0.077,0.0,0.013,1.1,0.1,0.078,0.0,0.0,0.026,0.047,3.6,0.01,0.9,7.0,0.2,24.9,31.4,0.022,0.2,31.9,108.39999999999999,2.34234234234235,True,Other,14.0,8.0,55.71
sesame crunch,9,0.6,0.096,0.2,0.3,0.9,0.6,0.2,0.1,0.0,0.027,0.073,0.0,0.061,0.051,0.0,0.015,0.025,0.049,0.013,0.0,0.0,0.002,0.0,11.5,0.096,0.019,4.5,0.055,7.4,5.5,0.033,0.013,13.351,9.8,8.888888888888896,True,Other,1.0,1.0,50.211865
trail mix with chocolate chips,707,46.6,8.9,19.8,16.5,65.6,0.0,20.7,0.0,5.8,0.2,9.6,0.0,0.6,0.01,0.0,0.3,6.4,1.4,0.4,1.9,0.0,0.0,0.0,159.1,1.2,4.9,235.1,1.6,565.0,946.1,0.0,4.6,298.8,764.6,8.147100424328151,True,Other,100.0,0.0,53.299
cracker meal,440,2.0,0.3,0.2,0.8,93.0,0.4,10.7,3.0,0.0,0.078,8.7,0.0,0.8,0.2,0.0,0.5,6.6,0.5,0.017,0.0,0.0,0.5,0.053,26.5,0.3,5.3,27.6,1.1,119.6,132.3,0.086,0.8,140.5,432.8,1.6363636363636338,True,Other,53.5,30.0,71.14961
puffed rice,153,0.2,0.037,0.0,0.0,34.1,0.0,2.4,0.6,0.0,0.053,1.1,0.0,1.0,0.093,0.0,0.7,13.4,0.1,0.055,0.0,0.0,0.0,0.0,2.3,0.02,12.0,9.5,0.6,37.2,42.9,0.094,0.4,51.6,147.8,3.398692810457509,True,Other,12.0,6.0,54.688734999999994
filinchen gutena,19,0.2,0.056,3.6,0.031,0.5,0.028,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.4,71.57894736842105,False,Other,2.0,0.0,50.432
melba toast crackers,117,1.0,0.1,0.2,0.4,23.0,0.3,3.6,1.9,0.0,0.2,1.5,0.0,0.1,0.055,0.0,0.071,1.2,0.2,0.087,0.0,0.0,0.1,0.029,27.9,0.046,1.1,17.7,0.3,58.8,60.6,0.042,0.6,58.5,115.4,1.3675213675213627,True,Other,18.0,19.0,58.899
matzo crackers with egg onion,109,1.1,0.3,0.3,0.3,21.6,0.0,2.8,1.4,12.6,0.052,2.0,0.062,0.2,0.069,0.018,0.1,1.4,0.2,0.036,0.026,0.0,0.0,0.0,10.1,0.013,1.2,8.4,0.2,24.9,23.2,0.066,0.2,38.316,107.50000000000001,1.3761467889908126,True,Eggs,14.0,14.0,56.09974
cornnuts,126,4.4,0.7,2.7,0.9,20.3,0.2,2.4,2.0,0.0,0.2,0.4,0.0,0.024,0.0,0.0,0.015,0.5,0.1,0.094,0.0,0.0,0.6,0.097,2.5,0.001,0.5,32.0,0.1,77.8,78.7,0.064,0.5,32.1,130.4,3.4920634920634965,True,Other,12.0,20.0,55.499
pretzels,115,0.9,0.1,0.2,0.4,24.1,0.7,3.0,1.0,0.0,0.4,0.9,0.037,0.0,0.1,0.084,0.0,0.026,1.6,0.1,0.084,0.6,0.0,0.1,0.01,8.1,0.08,1.4,8.7,0.3,38.4,66.9,0.01,29.214,116.5,1.3043478260869565,True,Other,15.0,10.0,56.19800000000001
gatto di patate home made,202,9.4,4.6,21.0,9.4,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,100.60000000000001,50.198019801980195,False,Other,0.0,0.0,36.2
potato sticks,188,12.4,3.2,2.2,6.4,19.2,0.006,2.4,1.2,0.0,0.2,0.8,0.0,0.041,0.043,0.0,0.062,1.7,0.1,0.1,17.0,0.0,3.3,0.089,6.5,0.1,0.8,23.0,0.2,61.9,445.3,0.042,0.4,59.5,198.0,5.319148936170213,True,Other,12.0,12.0,46.399
potato cooked,52,0.006,0.003,0.027,0.071,12.1,0.5,1.1,1.2,0.0,0.035,46.2,0.0,0.026,0.082,0.0,0.029,0.9,0.3,0.2,7.8,0.0,0.043,0.042,3.0,0.1,0.2,13.2,0.044,26.4,227.4,0.022,0.2,25.487,52.854,1.642307692307691,True,Other,5.5,12.0,54.040825
vivaldi potatoes sainsburys,23,0.1,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,96.08695652173914,False,Other,0.0,0.0,35.0
french fries,13,0.4,0.01,0.3,0.067,2.2,0.088,0.2,0.2,0.0,0.056,5.9,0.0,0.043,0.019,0.0,0.042,0.2,0.076,0.085,1.5,0.0,0.061,0.086,0.8,0.028,0.076,1.9,0.022,7.4,36.3,0.0,0.018,5.362,13.200000000000001,1.5384615384615468,True,Other,1.0,2.0,50.66972
cottage fries,11,0.4,0.084,0.2,0.055,1.9,0.019,0.2,0.2,0.0,0.058,4.4,0.0,0.026,0.063,0.0,0.086,0.1,0.003,0.016,0.8,0.0,0.043,0.076,0.9,0.053,0.025,1.9,0.086,6.7,32.5,0.06,0.027,4.413,12.0,9.090909090909092,True,Other,1.0,2.0,50.44771
potato pancake,59,3.2,0.5,0.8,1.7,6.1,0.4,1.3,0.7,20.9,0.2,10.5,0.098,0.085,0.096,0.004,0.098,0.4,0.2,0.052,6.1,0.091,0.055,0.024,7.0,0.043,0.4,7.9,0.006,28.2,136.8,0.072,0.2,24.864,58.4,1.0169491525423753,True,Other,6.5,7.0,51.849000000000004
potato puffs,243,11.0,2.3,7.7,0.6,35.5,0.3,2.6,3.2,0.0,0.6,76.4,0.0,0.2,0.019,0.0,0.049,1.9,0.4,0.2,8.1,0.0,0.3,0.001,17.9,0.01,0.8,21.8,0.2,131.8,399.4,0.018,0.4,79.1,251.4,3.4567901234567926,True,Other,13.0,32.0,53.397
red potato baked,74,0.1,0.008,0.078,0.004,16.7,1.2,2.0,1.5,0.0,0.037,65.2,0.0,0.0,0.097,0.034,0.0,0.046,1.4,0.3,0.2,10.7,0.0,0.066,0.075,7.7,0.1,0.6,23.8,0.1,61.2,463.3,0.0,20.689,75.7,2.2972972972973014,True,Other,10.0,15.0,55.975815
potato skin raw,22,0.099,0.093,0.008,0.07,4.7,0.0,1.0,1.0,0.0,0.053,31.7,0.0,0.055,0.031,0.0,0.024,0.4,0.1,0.038,4.3,0.0,0.0,0.0,11.4,0.2,1.2,8.7,0.2,14.4,156.9,0.096,0.1,23.697,23.691000000000003,7.686363636363648,True,Other,5.0,10.0,53.220735
shoestring french fries,4,0.1,0.059,0.083,0.06,0.7,0.062,0.099,0.099,0.0,0.055,1.2,0.0,0.008,0.004,0.0,0.092,0.075,0.003,0.048,0.3,0.0,0.022,0.048,0.3,0.057,0.052,0.5,0.057,2.4,10.6,0.038,0.053,1.604,4.096,2.400000000000002,True,Other,0.495,0.99,50.169225
hash brown potato,144,9.0,1.3,4.1,3.0,15.3,0.3,1.4,1.4,0.0,0.3,26.1,0.041,0.0,0.023,0.012,0.0,0.055,1.0,0.1,0.068,2.9,0.0,1.4,0.069,10.1,0.004,0.3,11.1,0.099,51.9,188.2,0.043,27.245,147.8,2.638888888888897,True,Other,7.0,14.0,50.99850000000001
baked chips lays,130,2.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,86.15384615384616,False,Other,0.0,0.0,20.0
corn chips,162,10.0,1.3,2.7,4.9,17.2,0.031,1.9,1.2,0.0,0.2,0.3,0.021,0.066,0.062,0.086,0.0,0.076,0.3,0.2,0.073,0.0,0.0,2.2,0.068,41.4,0.021,0.4,21.6,0.1,58.2,43.2,0.042,30.501,166.39999999999998,2.7160493827160357,True,Other,9.5,12.0,51.349000000000004
nacho cheese tortilla chips low fat,90,1.0,0.3,0.4,0.3,18.5,0.8,2.4,1.8,0.6,0.2,0.5,0.0,0.058,0.036,0.003,0.039,0.4,0.048,0.088,1.6,0.0,1.0,0.088,36.2,0.04,1.4,28.0,0.2,69.3,112.1,0.056,1.0,62.9,92.6,2.8888888888888826,True,Cheese,12.0,18.0,56.299
corn chips unsalted,490,29.4,3.8,8.0,15.0,50.5,1.2,5.8,3.9,0.0,0.024,0.9,0.0,0.1,0.028,0.0,0.1,1.3,0.0,0.2,1.8,0.0,1.2,0.026,109.1,0.2,1.5,61.6,0.0,161.9,162.8,0.087,0.7,202.0,489.79999999999995,0.040816326530621526,True,Other,29.0,39.0,55.09988
sweet chilli kettle baked chips,99,2.2,0.3,16.9,1.2,2.1,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,36.2,63.43434343434343,False,Other,10.0,0.0,52.099999999999994
taro chips,11,0.6,0.1,0.1,0.3,1.6,0.04,0.049,0.2,0.0,0.022,0.064,0.0,0.088,0.067,0.0,0.077,0.03,0.1,0.091,0.1,0.0,0.3,0.078,1.4,0.097,0.008,1.9,0.087,3.0,17.4,0.08,0.069,4.042,11.995999999999999,9.054545454545442,True,Other,0.245,2.0,50.17339
onion snacks,150,6.8,1.3,4.0,0.9,19.5,1.4,2.3,1.2,0.0,0.3,0.6,0.087,0.092,0.01,0.0,0.048,1.0,0.061,0.084,0.5,0.0,0.8,0.003,8.7,0.072,1.1,8.4,0.1,21.6,42.9,0.002,0.086,40.199,148.4,1.0666666666666629,True,Other,11.5,12.0,51.948499999999996
potato chips cheese,843,46.2,14.6,13.1,16.3,98.1,0.0,14.5,8.8,6.8,0.8,3.1,0.057,0.3,0.0,0.0,0.3,8.5,1.3,0.6,92.0,0.0,0.0,0.0,122.4,0.4,3.1,127.5,0.8,508.3,2597.6,0.0,1.5,385.109,866.2,2.752075919335711,True,Cheese,72.5,88.0,59.346000000000004
yuca cassava chips,9,0.4,0.1,0.1,0.1,1.2,0.006,0.054,0.002,0.0,0.041,0.062,0.0,0.049,0.0,0.0,0.087,0.058,0.06,0.066,0.0,0.0,0.067,0.047,0.9,0.019,0.099,0.8,0.083,1.7,14.8,0.002,0.078,2.621,8.616,4.266666666666671,True,Other,0.27,0.02,49.784795
tortilla chips low fat,117,1.6,0.2,0.5,0.8,22.6,0.2,3.1,1.5,0.0,0.1,0.5,0.0,0.089,0.052,0.0,0.001,0.1,0.0,0.003,0.095,0.0,0.2,0.043,45.0,0.006,0.5,27.5,0.0,90.0,77.0,0.087,0.3,74.368,117.20000000000002,0.17094017094018552,True,Other,15.5,15.0,57.049499999999995
potato chips,161,10.4,3.3,3.0,3.7,15.9,0.007,2.1,1.4,0.0,0.021,0.6,0.0,0.086,0.045,0.0,0.006,1.1,1.3,0.2,9.3,0.0,2.7,0.02,7.2,0.1,0.5,20.1,0.2,49.5,382.5,0.099,0.3,46.8,165.60000000000002,2.8571428571428714,True,Other,10.5,14.0,46.049895
