food_name,calories_kcal,fat_g,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,carbs_g,sugars_g,protein_g,fiber_g,cholesterol_mg,sodium_mg,water_g,vitamin_a_mcg,vitamin_b1_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_mcg,zinc_mg,nutrient_density_score,calculated_calories,calorie_diff_pct,calorie_consistent,food_category,protein_score,fiber_score,health_score
beechnuts dried,173,15.0,1.7,6.6,6.0,10.1,0.0,1.9,0.0,0.0,0.068,2.0,0.0,0.053,0.087,0.0,0.1,0.3,0.3,0.2,4.7,0.0,0.0,0.0,0.3,0.2,0.7,0.0,0.4,0.0,305.1,0.0,0.1,32.7,183.0,5.780346820809249,True,Other,9.5,0.0,47.749660000000006
breadnut tree seeds raw,61,0.3,0.089,0.061,0.1,13.1,0.0,1.7,0.0,0.0,0.084,12.7,0.0,0.04,0.077,0.0,0.053,0.2,0.3,0.1,7.8,0.0,0.0,0.0,27.7,0.4,0.6,19.2,0.015,19.0,334.8,0.0,0.3,51.2,61.9,1.4754098360655714,True,Bakery,8.5,0.0,52.282579999999996
cumin seeds,8,0.5,0.096,0.3,0.013,0.9,0.063,0.4,0.2,0.0,0.073,0.2,0.0,0.079,0.015,0.0,0.093,0.064,0.0,0.021,0.2,0.0,0.096,0.001,19.6,0.058,1.4,7.7,0.087,10.5,37.5,0.072,0.1,23.2,9.7,21.249999999999993,True,Other,2.0,2.0,50.711635
pili nuts dried,863,95.5,37.4,44.7,9.1,4.8,0.0,13.0,0.0,0.0,0.014,3.3,0.0,1.1,0.066,0.0,0.1,0.6,0.6,0.1,0.7,0.0,0.0,0.0,174.0,1.1,4.2,362.4,2.8,690.0,608.4,0.0,3.6,292.2,930.7,7.844727694090388,True,Other,65.0,0.0,39.499930000000006
hazelnuts roasted,194,18.7,1.4,14.0,2.5,5.3,1.5,4.5,2.8,0.0,0.0,0.8,0.0,0.1,0.031,0.0,0.074,0.6,0.3,0.2,1.1,0.0,4.6,0.0,36.9,0.5,1.3,51.9,1.7,93.0,226.5,0.061,0.8,70.6,207.5,6.958762886597938,True,Other,22.5,28.0,58.150000000000006
hazelnuts blanched,178,17.3,1.3,13.6,1.6,4.8,1.0,3.9,3.1,0.0,0.0,1.6,0.0,0.1,0.021,0.0,0.049,0.4,0.2,0.2,0.6,0.0,5.0,0.0,42.2,0.5,0.9,45.3,3.6,87.7,186.2,0.015,0.6,72.8,190.5,7.02247191011236,True,Other,19.5,31.0,58.15
brazilnuts dried,33,3.3,0.8,1.2,1.0,0.6,0.1,0.7,0.4,0.0,0.073,0.2,0.0,0.079,0.035,0.0,0.013,0.083,0.051,0.041,0.024,0.0,0.3,0.0,8.0,0.074,0.1,18.8,0.084,36.3,33.0,0.035,0.2,13.139,34.9,5.757575757575753,True,Other,3.5,4.0,49.449635
sunflower seeds dry roasted,47,4.0,0.4,0.8,2.6,1.9,0.2,1.5,0.9,0.0,0.067,0.076,0.0,0.087,0.072,0.0,0.086,0.6,0.6,0.01,0.1,0.0,2.1,0.037,5.6,0.1,0.3,10.3,0.2,92.4,68.0,0.021,0.4,14.3,49.6,5.531914893617024,True,Other,7.5,9.0,52.849664999999995
peanuts cooked,572,39.6,5.5,19.7,12.5,38.3,4.4,24.3,15.8,0.0,1.4,75.2,0.0,0.5,0.1,0.0,0.1,9.5,1.5,0.3,0.0,0.0,7.4,0.0,99.0,0.9,1.8,183.6,1.8,356.4,324.0,0.027,3.3,218.8,606.8,6.083916083916076,True,Other,100.0,100.0,83.493
pumpkin squash seeds dried,721,63.3,11.2,21.0,27.1,13.8,1.8,39.0,7.7,0.0,0.013,6.7,0.0,0.4,0.024,0.0,0.2,6.4,1.0,0.2,2.5,0.0,2.8,0.03,59.3,1.7,11.4,763.7,5.9,1590.6,1043.6,0.078,10.1,197.0,780.8999999999999,8.307905686546444,True,Other,100.0,77.0,65.399935
cashew nuts raw,156,12.4,2.2,6.7,2.2,8.5,1.7,5.2,0.9,0.0,0.02,1.5,0.0,0.1,0.076,0.0,0.071,0.3,0.2,0.1,0.1,0.0,0.3,0.04,10.5,0.6,1.9,82.6,0.5,167.8,186.8,0.039,1.6,39.5,166.4,6.6666666666666705,True,Other,26.0,9.0,52.9999
sunflower seeds dried,269,23.7,2.0,8.5,10.6,9.2,1.2,9.6,4.0,0.0,0.014,2.2,0.0,0.7,0.1,0.0,0.2,3.8,0.5,0.6,0.6,0.0,16.2,0.0,35.9,0.8,2.4,149.5,0.9,303.6,296.7,0.077,2.3,85.4,288.5,7.24907063197026,True,Other,48.0,40.0,66.39993
lotus seeds dried,106,0.6,0.1,0.1,0.4,20.6,0.0,4.9,0.0,0.0,0.024,4.5,0.0,0.2,0.019,0.0,0.059,0.5,0.3,0.2,0.0,0.0,0.0,0.0,52.2,0.1,1.1,67.2,0.7,200.3,437.8,0.0,0.3,79.4,107.4,1.3207547169811376,True,Other,24.5,0.0,57.04988
butternuts dried,734,68.4,1.6,12.5,51.3,14.5,0.0,29.9,5.6,0.0,0.062,4.0,0.0,0.5,0.088,0.0,0.2,1.3,0.8,0.7,3.8,0.0,0.0,0.0,63.6,0.5,4.8,284.4,7.9,535.2,505.2,0.028,3.8,190.6,793.2,8.065395095367855,True,Other,100.0,56.0,86.39969
sesame seeds dried,52,4.5,0.6,1.7,2.0,2.1,0.031,1.6,1.1,0.0,0.049,0.4,0.0,0.037,0.05,0.0,0.057,0.4,0.082,0.096,0.0,0.0,0.099,0.0,87.8,0.4,1.3,31.6,0.2,56.6,42.1,0.047,0.7,98.4,55.3,6.3461538461538405,True,Other,8.0,11.0,52.799755
breadfruit seeds,57,1.7,0.5,0.2,0.9,8.8,0.0,2.2,1.6,0.0,0.04,16.9,0.0,0.1,0.095,0.0,0.066,0.1,0.3,0.024,2.0,0.0,0.0,0.0,10.8,0.3,1.1,16.2,0.049,52.5,282.3,0.0,0.3,28.2,59.3,4.03508771929824,True,Bakery,11.0,16.0,54.9998
pinyon pine nuts dried,1,0.073,0.022,0.044,0.074,0.01,0.0,0.083,0.005,0.0,0.07,0.045,0.0,0.02,0.066,0.0,0.04,0.027,0.0,0.048,0.004,0.0,0.0,0.0,0.022,0.078,0.007,0.2,0.012,0.098,0.6,0.0,0.049,0.359,1.029,2.8999999999999915,True,Other,0.41500000000000004,0.05,50.06815
pine nuts dried,909,92.3,6.6,25.3,46.0,17.7,4.8,18.5,5.0,0.0,0.086,3.1,0.0,0.5,0.018,0.0,0.3,5.9,0.4,0.1,1.1,0.0,12.6,0.002,21.6,1.8,7.5,338.9,11.9,776.3,806.0,0.061,8.7,163.7,975.5,7.315731573157317,True,Other,92.5,50.0,67.94957000000001
flaxseeds,55,4.3,0.4,0.8,3.0,3.0,0.2,1.9,2.8,0.0,0.035,0.7,0.0,0.2,0.015,0.0,0.095,0.3,0.1,0.056,0.023,0.0,0.042,0.053,26.3,0.1,0.6,40.4,0.3,66.1,83.7,0.05,0.4,38.994,58.3,5.999999999999995,True,Other,9.5,28.0,57.249825
safflower seed kernels dried,146,10.9,1.0,1.4,8.0,9.7,0.0,4.6,0.0,0.0,0.042,1.6,0.0,0.3,0.055,0.0,0.1,0.6,1.1,0.3,0.0,0.0,0.0,0.0,22.1,0.5,1.4,99.9,0.6,182.3,194.4,0.0,1.4,48.7,155.3,6.369863013698637,True,Other,23.0,0.0,53.899789999999996
pistachio nuts raw,691,55.8,6.8,29.3,16.9,33.8,9.4,24.9,12.7,0.0,0.037,4.8,0.0,1.1,0.087,0.0,0.2,1.6,0.6,2.1,6.9,0.0,2.8,0.0,129.2,1.6,4.8,148.8,1.5,602.7,1260.8,0.078,2.7,268.1,737.0,6.657018813314037,True,Other,100.0,100.0,79.599815
peanuts raw,828,71.9,10.0,35.7,22.7,23.5,5.8,37.7,12.4,0.0,0.038,9.5,0.0,0.9,0.4,0.0,0.2,17.6,2.6,0.5,0.0,0.0,12.2,0.0,134.3,1.7,6.7,245.3,2.8,549.0,1029.3,0.032,4.8,286.5,891.9000000000001,7.717391304347837,True,Other,100.0,100.0,69.99981
poppy seeds,46,3.7,0.4,0.5,2.5,2.5,0.3,1.6,1.7,0.0,0.079,0.5,0.0,0.034,0.044,0.0,0.04,0.069,0.071,0.09,0.061,0.0,0.2,0.0,126.5,0.1,0.9,30.5,0.6,76.6,63.3,0.059,0.7,136.934,49.7,8.043478260869572,True,Other,8.0,17.0,54.599605
valencia peanuts raw,832,69.5,10.7,31.3,24.1,30.5,0.0,36.6,12.7,0.0,0.094,6.2,0.0,0.9,0.4,0.0,0.4,18.8,2.6,0.5,0.0,0.0,0.0,0.0,90.5,1.7,3.1,268.6,2.9,490.6,484.7,0.056,4.9,242.9,893.9,7.439903846153843,True,Other,100.0,100.0,69.99953
spanish peanuts,832,72.4,11.2,32.6,25.1,23.1,0.0,38.2,13.9,0.0,0.036,9.3,0.0,1.0,0.4,0.0,0.2,23.3,2.6,0.5,0.0,0.0,0.0,0.0,154.8,1.3,5.7,274.5,3.9,566.5,1086.2,0.077,3.1,308.1,896.8000000000001,7.788461538461547,True,Other,100.0,100.0,69.99982
dill seeds,20,1.0,0.018,0.6,0.041,3.6,0.0,1.1,1.4,0.0,0.037,0.5,0.0,0.011,0.085,0.0,0.059,0.2,0.0,0.001,1.4,0.0,0.0,0.0,100.1,0.009,1.1,16.9,0.1,18.3,78.3,0.075,0.3,109.7,27.8,39.0,False,Other,5.5,14.0,54.395815
caraway seeds,22,1.0,0.03,0.5,0.2,3.3,0.038,1.3,2.5,0.0,0.014,0.7,0.0,0.096,0.052,0.0,0.075,0.2,0.0,0.099,1.4,0.0,0.2,0.0,46.2,0.077,1.1,17.3,0.034,38.1,90.5,0.062,0.4,56.8,27.4,24.54545454545454,True,Other,6.5,25.0,56.859930000000006
acorn raw,110,6.8,0.9,4.3,1.3,11.5,0.0,1.7,0.0,0.0,0.0,7.9,0.0,0.016,0.06,0.0,0.045,0.5,0.2,0.1,0.0,0.0,0.0,0.0,11.6,0.2,0.2,17.5,0.4,22.4,152.5,0.0,0.1,31.8,114.0,3.6363636363636362,True,Other,8.5,0.0,49.85
almonds roasted,182,16.6,1.3,10.4,4.1,5.3,1.4,6.4,3.2,0.0,0.029,0.8,0.0,0.055,0.032,0.0,0.2,1.1,0.049,0.065,0.0,0.0,7.8,0.0,87.3,0.3,1.1,82.2,0.7,139.8,209.7,0.017,0.9,119.9,196.2,7.802197802197795,True,Other,32.0,32.0,62.09985499999999
lotus seeds raw,25,0.1,0.097,0.011,0.002,4.9,0.0,1.2,0.0,0.0,0.02,21.8,0.0,0.073,0.052,0.0,0.07,0.1,0.088,0.074,0.0,0.0,0.0,0.0,12.5,0.079,0.3,15.8,0.2,47.5,103.9,0.0,0.043,19.0,25.3,1.2000000000000028,True,Other,6.0,0.0,51.5089
chestnuts cooked,37,0.4,0.016,0.1,0.2,7.9,0.0,0.6,0.0,0.0,0.046,19.3,0.0,0.095,0.099,0.0,0.053,0.2,0.046,0.021,7.6,0.0,0.0,0.0,13.0,0.1,0.5,15.3,0.2,28.0,202.3,0.0,0.02,30.0,37.6,1.6216216216216255,True,Other,3.0,0.0,50.85177
alfalfa seeds,1,0.075,0.029,0.067,0.057,0.002,0.058,0.1,0.015,0.0,0.048,2.8,0.0,0.065,0.008,0.0,0.078,0.02,0.051,0.021,0.2,0.0,0.036,0.042,1.0,0.048,0.034,0.8,0.024,2.1,2.4,0.076,0.071,1.435,1.083,8.299999999999997,True,Other,0.5,0.15,50.09276
virginia peanuts roasted,173,14.6,1.9,7.6,4.4,6.0,0.0,7.8,2.7,0.0,0.018,0.7,0.0,0.066,0.061,0.0,0.022,4.4,0.4,0.099,0.0,0.0,0.0,0.0,25.8,0.4,0.5,56.4,0.6,151.8,195.6,0.006,2.0,57.4,186.60000000000002,7.861271676300591,True,Other,39.0,27.0,61.399910000000006
hazelnuts raw,471,45.6,3.3,34.2,5.9,12.5,3.3,11.2,7.3,0.0,0.0,4.0,0.0,0.5,0.034,0.0,0.022,1.4,0.7,0.4,4.7,0.0,11.3,0.097,85.5,1.3,3.5,122.3,4.6,217.5,510.0,0.012,1.8,170.3,505.20000000000005,7.261146496815297,True,Other,56.0,73.0,71.5
anise seeds,7,0.3,0.06,0.2,0.066,1.1,0.0,0.4,0.3,0.0,0.1,0.2,0.0,0.058,0.002,0.0,0.091,0.09,0.058,0.01,0.4,0.0,0.0,0.0,13.6,0.024,0.8,3.6,0.031,9.2,30.3,0.05,0.1,16.9,8.7,24.285714285714274,True,Other,2.0,3.0,51.0195
macadamia nuts roasted,215,22.8,3.6,17.8,0.4,4.0,1.2,2.3,2.4,0.0,0.064,0.5,0.0,0.2,0.002,0.0,0.086,0.7,0.2,0.1,0.2,0.0,0.2,0.0,21.0,0.2,0.8,35.4,0.9,59.4,108.9,0.085,0.4,53.5,230.4,7.162790697674422,True,Other,11.5,24.0,47.44968
studentenfutter alnatura,139,7.8,0.9,4.8,2.0,13.2,11.7,3.1,0.031,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.152,135.4,2.5899280575539527,True,Other,15.5,0.31,52.012
pumpkin squash seeds roasted,46,3.9,0.7,1.3,1.6,1.2,0.1,2.4,0.5,0.0,0.045,0.2,0.0,0.046,0.041,0.0,0.046,0.4,0.02,0.012,0.1,0.0,0.049,0.002,4.2,0.1,0.6,44.0,0.4,93.9,63.0,0.05,0.6,12.9,49.5,7.608695652173914,True,Other,12.0,5.0,52.499775
water chestnut raw,120,0.1,0.039,0.055,0.089,29.7,6.0,1.7,3.7,0.0,0.097,91.1,0.0,0.2,0.011,0.0,0.2,1.2,0.6,0.4,5.0,0.0,1.5,0.058,13.6,0.4,0.034,27.3,0.4,78.1,724.2,0.004,0.6,53.84,126.5,5.416666666666667,True,Other,8.5,37.0,59.832515
chestnuts roasted,37,0.3,0.009,0.1,0.1,7.9,1.6,0.5,0.8,0.0,0.043,6.1,0.0,0.08,0.096,0.0,0.011,0.2,0.046,0.075,3.9,0.0,0.08,0.008,4.4,0.075,0.1,5.0,0.2,16.1,88.8,0.037,0.086,17.9,36.300000000000004,1.8918918918918801,True,Other,2.5,8.0,52.322785
ginkgo nuts raw,52,0.5,0.029,0.2,0.2,10.6,0.0,1.2,0.0,0.0,0.067,15.6,0.0,0.013,0.085,0.0,0.04,1.7,0.078,0.098,4.2,0.0,0.0,0.0,0.6,0.029,0.3,7.6,0.027,35.1,144.3,0.0,0.079,17.4,51.699999999999996,0.5769230769230851,True,Other,6.0,0.0,51.712665
almonds raw,9,0.7,0.04,0.5,0.2,0.3,0.026,0.3,0.2,0.0,0.043,0.026,0.0,0.079,0.073,0.0,0.066,0.052,0.068,0.029,0.0,0.0,0.4,0.0,4.0,0.007,0.082,4.0,0.007,7.3,10.6,0.013,0.061,5.554,8.7,3.333333333333341,True,Other,1.5,2.0,50.729785
peanuts roasted,180,15.8,2.6,7.8,4.6,4.6,1.3,8.4,2.8,0.0,0.069,0.4,0.0,0.057,0.051,0.0,0.02,4.1,0.4,0.1,0.2,0.0,2.1,0.0,18.3,0.2,0.5,52.8,0.6,119.1,217.8,0.066,1.0,50.6,194.20000000000002,7.888888888888898,True,Other,42.0,28.0,60.399655
sunflower seeds toasted,829,76.1,8.0,14.5,50.3,27.6,0.0,23.1,15.4,0.0,0.8,1.3,0.0,0.4,0.3,0.0,0.4,5.6,9.5,1.1,1.9,0.0,0.0,0.0,76.4,2.5,9.1,172.9,2.8,1551.7,657.9,0.066,7.1,229.6,887.7,7.080820265379982,True,Other,100.0,100.0,75.99600000000001
sisymbrium seeds,235,3.4,0.7,1.1,1.5,43.1,0.0,9.0,0.0,0.0,0.047,4.5,0.0,0.1,0.072,0.0,0.3,12.5,0.7,0.6,22.7,0.0,0.0,0.0,1208.4,0.052,0.098,232.4,1.1,4.4,1576.2,0.0,0.2,1286.643,239.0,1.702127659574468,True,Other,45.0,0.0,61.399765
pecans raw,753,78.4,6.7,44.5,23.6,15.1,4.3,10.0,10.5,0.0,0.0,3.8,0.0,0.7,0.019,0.0,0.1,1.3,0.9,0.2,1.2,0.0,1.5,0.033,76.3,1.3,2.8,131.9,4.9,301.9,446.9,0.039,4.9,194.3,806.0,7.03851261620186,True,Other,50.0,100.0,64.9
chia seeds dried,138,8.7,0.9,0.7,6.7,11.9,0.0,4.7,9.7,0.0,0.047,1.6,0.0,0.2,0.098,0.0,0.08,2.5,0.0,0.0,0.5,0.0,0.1,0.0,178.6,0.3,2.2,94.8,0.8,243.4,115.2,0.035,1.3,216.3,144.7,4.855072463768108,True,Other,23.5,97.0,73.749765
japanese chestnuts roasted,57,0.2,0.08,0.1,0.094,12.8,0.0,0.8,0.0,0.0,0.079,14.1,0.0,0.1,0.022,0.0,0.0,0.2,0.1,0.1,7.9,0.0,0.0,0.0,9.9,0.2,0.6,18.1,0.6,26.3,120.8,0.0,0.4,32.2,56.2,1.4035087719298196,True,Other,4.0,0.0,50.959604999999996
sesame seeds toasted,45,3.8,0.5,1.5,1.7,2.1,0.0,1.4,1.1,0.0,0.07,0.3,0.0,0.084,0.075,0.0,0.022,0.4,0.074,0.002,0.0,0.0,0.0,0.0,79.1,0.2,1.2,28.5,0.2,51.0,38.0,0.03,0.6,88.7,48.199999999999996,7.111111111111102,True,Other,7.0,11.0,52.79965
cashew nuts roasted,174,14.3,2.5,7.8,2.6,9.0,1.5,5.1,1.0,0.0,0.091,0.7,0.0,0.1,0.08,0.0,0.025,0.5,0.3,0.056,0.071,0.0,0.3,0.041,12.9,0.6,1.8,81.9,0.5,159.3,189.6,0.02,1.6,44.12,185.10000000000002,6.379310344827599,True,Other,25.5,10.0,52.149545
lupins raw,668,17.5,2.1,7.1,4.4,72.7,0.0,65.1,34.0,0.0,0.009,18.8,0.0,1.2,0.6,0.0,0.4,3.9,1.4,0.6,8.6,0.0,0.0,0.0,316.8,1.8,7.8,356.4,4.3,792.0,1823.4,0.09,8.6,522.5,708.7,6.092814371257492,True,Other,100.0,100.0,93.699955
mustard seeds ground,10,0.7,0.012,0.5,0.2,0.6,0.1,0.5,0.2,0.0,0.017,0.1,0.0,0.072,0.093,0.0,0.02,0.093,0.018,0.0,0.1,0.0,0.1,0.086,5.3,0.055,0.2,7.4,0.078,16.6,14.8,0.003,0.1,7.6,10.7,6.999999999999992,True,Other,2.5,2.0,51.113915
mixed nuts roasted,178,15.4,2.0,9.4,3.2,7.6,1.4,5.2,2.7,0.0,0.1,0.5,0.0,0.063,0.008,0.0,0.074,1.4,0.4,0.073,0.1,0.0,3.3,0.017,21.0,0.4,1.1,67.5,0.6,130.5,207.9,0.053,1.1,53.1,189.8,6.629213483146073,True,Other,26.0,27.0,57.1995
salat mix alestro,61,5.2,0.9,0.1,0.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,56.400000000000006,7.540983606557368,True,Other,0.0,0.0,47.3
chestnuts raw,309,3.3,0.6,1.1,1.3,66.0,0.0,3.5,11.7,0.0,0.02,70.5,0.0,0.3,0.03,0.0,0.2,1.7,0.7,0.5,62.4,0.0,0.0,0.0,39.2,0.6,1.5,46.4,1.4,134.9,751.1,0.0,0.8,187.6,307.7,0.420711974110036,True,Other,17.5,100.0,73.4499
pistachio nuts roasted,172,13.7,1.7,7.4,4.0,8.5,2.3,6.3,3.1,0.0,0.008,0.6,0.0,0.0,0.2,0.009,0.0,0.072,0.4,0.2,0.3,0.9,0.0,0.7,0.054,32.1,0.4,1.2,32.7,0.4,140.7,302.1,0.021,32.348,182.5,6.104651162790697,True,Other,31.5,31.0,60.54996
walnut,33,3.3,0.3,0.4,2.4,0.7,0.1,0.8,0.3,0.0,0.041,0.2,0.0,0.064,0.004,0.0,0.037,0.075,0.029,0.018,0.037,0.0,0.06,0.029,4.9,0.058,0.1,7.9,0.2,17.3,22.1,0.06,0.2,10.109,35.7,8.18181818181819,True,Other,4.0,3.0,50.899795
celery seeds,25,1.6,0.1,1.0,0.2,2.7,0.078,1.2,0.8,0.0,0.068,0.4,0.0,0.098,0.05,0.0,0.022,0.2,0.0,0.039,1.1,0.0,0.06,0.0,114.9,0.029,2.9,28.6,0.5,35.6,91.0,0.057,0.5,125.2,30.0,20.0,True,Other,6.0,8.0,53.09966
hickorynuts dried,788,77.2,8.4,39.1,26.3,21.9,0.0,15.3,7.7,0.0,0.053,3.2,0.0,1.0,0.042,0.0,0.2,1.1,2.1,0.2,2.4,0.0,0.0,0.0,73.2,0.9,2.5,207.6,5.5,403.2,523.2,0.038,5.2,200.2,843.6000000000001,7.055837563451794,True,Other,76.5,77.0,63.149735
spanish peanuts roasted,851,72.1,11.1,32.4,25.0,25.7,0.0,41.2,13.1,0.0,0.6,2.6,0.0,0.5,0.2,0.0,0.1,22.0,2.0,0.4,0.0,0.0,0.0,0.0,147.0,1.0,3.4,247.0,3.5,568.9,1140.7,0.083,2.9,302.5,916.5,7.696827262044653,True,Other,100.0,100.0,69.997
woca seeds dried,102,0.3,0.025,0.044,0.059,22.6,0.1,2.2,5.4,0.0,0.048,2.6,0.0,0.029,0.092,0.0,0.042,1.2,0.4,0.3,0.0,0.0,10.1,0.0,7.6,0.041,0.4,24.3,0.3,64.8,156.5,0.021,1.8,38.5,101.9,0.09803921568626893,True,Other,11.0,54.0,64.02476
pecans roasted,215,22.6,2.2,12.3,7.1,3.9,1.2,2.8,2.9,0.0,0.062,0.3,0.0,0.1,0.053,0.0,0.02,0.4,0.2,0.071,0.2,0.0,0.8,0.0,20.1,0.4,0.7,36.3,1.1,78.9,117.6,0.004,1.3,53.2,230.2,7.06976744186046,True,Other,14.0,29.0,53.39969
fennel seeds,7,0.3,0.008,0.2,0.065,1.0,0.0,0.3,0.8,0.0,0.097,0.2,0.0,0.021,0.0,0.0,0.092,0.1,0.0,0.045,0.4,0.0,0.0,0.0,23.9,0.051,0.4,7.7,0.1,9.7,33.9,0.0,0.042,27.1,7.9,12.857142857142861,True,Other,1.5,8.0,52.025515
chinese chestnuts roasted,68,0.3,0.027,0.2,0.073,14.8,0.0,1.3,0.0,0.0,0.052,11.4,0.0,0.036,0.1,0.0,0.037,0.4,0.2,0.1,10.9,0.0,0.0,0.0,5.4,0.1,0.4,25.5,0.5,28.9,135.0,0.0,0.3,33.1,67.10000000000001,1.3235294117646934,True,Other,6.5,0.0,51.86874
watermelon seed kernels dried,602,51.2,10.6,8.0,30.3,16.5,0.0,30.6,0.0,0.0,0.1,5.5,0.0,0.2,0.038,0.0,0.2,3.8,0.4,0.032,0.0,0.0,0.0,0.0,58.3,0.7,7.9,556.2,1.7,815.4,699.8,0.0,11.1,164.5,649.2,7.840531561461801,True,Other,100.0,0.0,49.9995
macadamia nuts raw,38,4.0,0.6,3.1,0.059,0.7,0.2,0.4,0.5,0.0,0.011,0.011,0.0,0.032,0.061,0.0,0.042,0.1,0.066,0.035,0.062,0.0,0.058,0.0,4.5,0.009,0.2,6.8,0.2,9.9,19.3,0.064,0.034,10.387,40.4,6.315789473684206,True,Other,2.0,5.0,49.799945
pectin,163,0.2,0.052,0.093,0.076,45.2,0.0,0.2,4.3,0.0,0.1,4.4,0.0,0.042,0.025,0.0,0.021,0.017,0.023,0.063,0.0,0.0,0.0,0.0,3.5,0.2,1.4,0.5,0.094,1.0,3.5,0.0,0.2,54.8,183.40000000000003,12.515337423312905,True,Other,1.0,43.0,58.7435
black walnut dried,31,3.0,0.2,0.8,1.8,0.5,0.018,1.2,0.3,0.0,0.028,0.2,0.0,0.014,0.083,0.0,0.097,0.036,0.056,0.067,0.032,0.0,0.091,0.029,3.1,0.071,0.2,10.1,0.2,25.7,26.2,0.046,0.2,8.347,33.8,9.032258064516121,True,Other,6.0,3.0,51.799859999999995
ginkgo nuts dried,98,0.6,0.1,0.2,0.2,20.5,0.0,2.9,0.0,0.0,0.045,3.5,0.0,0.1,0.054,0.0,0.01,3.3,0.4,0.2,8.3,0.0,0.0,0.0,5.7,0.2,0.5,15.0,0.059,76.1,282.4,0.0,0.2,38.5,99.0,1.0204081632653061,True,Other,14.5,0.0,54.049775
virginia peanuts raw,822,71.2,9.3,36.9,21.5,24.1,5.8,36.8,12.4,0.0,0.008,10.1,0.0,1.0,0.3,0.0,0.2,18.1,2.6,0.5,0.0,0.0,9.6,0.0,129.9,1.6,3.7,249.7,2.5,554.8,1007.4,0.042,6.5,278.1,884.4000000000001,7.591240875912419,True,Other,100.0,100.0,72.09996000000001
valencia peanuts roasted,177,15.4,2.4,6.9,5.3,4.9,0.0,8.1,2.7,0.0,0.004,0.6,0.0,0.052,0.003,0.0,0.068,4.3,0.4,0.072,0.0,0.0,0.0,0.0,16.2,0.3,0.5,48.0,0.5,95.7,183.6,0.046,0.9,47.8,190.6,7.683615819209036,True,Other,40.5,27.0,60.34998
nesfit diet cereal nestle,75,0.0,14.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,Other,0.0,0.0,20.0
amaranth flakes,134,2.7,0.5,0.8,1.0,27.0,0.2,5.9,3.6,0.0,0.067,1.1,0.0,0.033,0.025,0.0,0.0,1.0,0.0,0.006,1.0,0.0,0.5,0.007,6.5,0.011,0.7,9.5,0.0,125.8,134.1,0.009,0.011,47.4,155.9,16.34328358208956,True,Other,29.5,36.0,64.549665
granola,293,14.6,2.4,6.6,4.7,32.3,11.9,8.2,5.3,0.0,0.01,3.5,0.008,0.3,0.017,0.0,0.2,1.6,0.9,0.2,0.7,0.0,6.7,0.035,45.6,0.4,2.4,100.8,2.4,258.6,323.4,0.087,2.5,109.142,293.4,0.13651877133105025,True,Other,41.0,53.0,65.69995
muesli with fruit nuts,231,3.4,0.5,1.2,1.4,45.7,14.2,4.3,5.8,0.0,0.1,5.1,0.2,0.4,177.6,0.047,0.5,5.5,2.8,0.5,0.0,0.028,1.4,0.038,25.8,0.2,5.9,72.0,1.3,176.4,229.2,0.083,1.6,91.1,230.6,0.17316017316017562,True,Other,21.5,58.0,66.5495
muesli master crumble,124,2.4,1.0,19.8,8.5,4.5,0.042,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,49.2,60.32258064516128,False,Other,12.0,0.0,50.6
bran flakes,131,0.8,0.2,0.1,0.5,32.2,7.4,4.0,7.3,0.0,0.2,1.4,0.0,0.3,0.5,0.4,0.011,0.6,6.7,0.3,0.7,0.0,0.09,0.3,0.025,17.6,0.3,11.2,91.6,1.4,179.6,213.2,0.083,45.358,152.0,16.030534351145036,True,Other,20.0,73.0,69.999
nut cereal,245,5.9,1.0,3.9,0.5,46.2,17.2,4.0,3.6,0.0,0.3,2.6,0.2,0.5,0.3,0.0,0.6,6.5,0.3,0.7,10.7,0.002,0.0,0.0,75.6,0.2,10.3,39.0,1.0,106.8,134.4,0.066,3.0,156.5,253.9,3.6326530612244925,True,Other,20.0,36.0,60.19850000000001
